Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
1018 5th st,Fairfield,Solano-County,Ca,94533,525000.0,69.0,66.0,3.0,2.0,1221.0,Single family residential,1955.0,Active
600 decoy ln,Suisun city,Solano-County,Ca,94585,539000.0,26.0,43.0,4.0,2.0,1386.0,Single family residential,1978.0,Active
802 derry cir,Vacaville,Solano-County,Ca,95688,700000.0,18.0,36.0,3.0,2.5,2262.0,Single family residential,1990.0,Contingent (show)
315 lighthouse dr,Vallejo,Solano-County,Ca,94590,335000.0,30.0,30.0,2.0,2.0,918.0,Condo,1988.0,New
206 alta mira dr,Vacaville,Solano-County,Ca,95688,1300000.0,3.0,5.0,3.0,3.0,3195.0,Single family residential,1986.0,Active
455 tilden cir,Vacaville,Solano-County,Ca,95688,550000.0,8.0,33.0,3.0,2.0,1212.0,Single family residential,2009.0,Active
730 daybreak dr,Dixon,Solano-County,Ca,95620,777698.0,5.0,26.0,4.0,3.0,2838.0,Single family residential,2022.0,Price change
2915 n texas st #237,Fairfield,Solano-County,Ca,94533,310000.0,63.0,47.0,2.0,1.0,816.0,Condo,1986.0,Active
327 longspur dr,Rio vista,Solano-County,Ca,94571,524300.0,2.0,26.0,2.0,2.0,1837.0,Single family residential,2017.0,Price change
848 turquoise st,Vacaville,Solano-County,Ca,95687,550000.0,15.0,31.0,3.0,2.0,1147.0,Single family residential,1992.0,Pending
2404 helen ave,Vallejo,Solano-County,Ca,94591,580000.0,80.0,55.0,3.0,2.0,1752.0,Single family residential,1950.0,Active
1240 revelle dr,Dixon,Solano-County,Ca,95620,711000.0,15.0,28.0,4.0,3.5,2864.0,Single family residential,2003.0,Active
731 rambleton dr,Vacaville,Solano-County,Ca,95688,825000.0,14.0,6.0,4.0,3.0,1898.0,Single family residential,1989.0,Active
129 manchester dr,Fairfield,Solano-County,Ca,94533,450000.0,20.0,36.0,3.0,2.5,1349.0,Condo,1995.0,Active
2093 marshall rd,Vacaville,Solano-County,Ca,95687,719000.0,19.0,46.0,5.0,2.5,2357.0,Single family residential,1989.0,Active
215 whale bone ct,Vallejo,Solano-County,Ca,94591,359000.0,34.0,22.0,2.0,1.0,1092.0,Condo,1984.0,Active
1612 glenmore dr,Fairfield,Solano-County,Ca,94533,549900.0,74.0,58.0,4.0,2.5,2075.0,Condo,2005.0,Back on market
578 dunsmuir st,Vacaville,Solano-County,Ca,95688,678999.0,7.0,8.0,4.0,2.5,1950.0,Single family residential,1975.0,Active
3101 cherry valley cir,Fairfield,Solano-County,Ca,94534,819000.0,1.0,1.0,4.0,2.0,2036.0,Single family residential,1992.0,New
1561 james st,Fairfield,Solano-County,Ca,94533,435000.0,40.0,44.0,3.0,1.0,1014.0,Single family residential,1959.0,Active
1457 n camino alto #120,Vallejo,Solano-County,Ca,94589-2559,293000.0,37.0,14.0,2.0,2.0,986.0,Condo,1973.0,New
503 edenderry dr,Vacaville,Solano-County,Ca,95688,699900.0,23.0,34.0,3.0,2.5,1822.0,Single family residential,1999.0,Active
582 daffodil dr,Benicia,Solano-County,Ca,94510,875000.0,7.0,8.0,4.0,2.5,1964.0,Single family residential,1990.0,New
448 potters ln,Vacaville,Solano-County,Ca,95687,605000.0,10.0,30.0,3.0,2.0,1625.0,Single family residential,2013.0,Active
110 mountview ter,Benicia,Solano-County,Ca,94510,949500.0,35.0,13.0,4.0,3.0,2129.0,Single family residential,1993.0,New
1360 marshall rd,Vacaville,Solano-County,Ca,95687,545000.0,52.0,60.0,4.0,2.0,1402.0,Single family residential,1966.0,Active
1009 ohio st,Fairfield,Solano-County,Ca,94533,415000.0,69.0,51.0,2.0,1.0,976.0,Single family residential,1944.0,Active
4704 sweetwater pl,Fairfield,Solano-County,Ca,94534,758000.0,8.0,22.0,5.0,3.0,2451.0,Single family residence,2016.0,Active
7413 english hills rd,Vacaville,Solano-County,Ca,95688,1695000.0,6.0,0.0,4.0,2.5,3052.0,Single family residential,1977.0,Active
890 royal elf ct,Dixon,Solano-County,Ca,95620,657000.0,53.0,45.0,4.0,2.0,1984.0,Single family residential,1985.0,Active
3092 orchard view ct,Fairfield,Solano-County,Ca,94534,925000.0,16.0,5.0,4.0,3.0,2557.0,Single family residential,1991.0,Active
2820 webb st,Vallejo,Solano-County,Ca,94591,589000.0,71.0,54.0,4.0,2.5,2255.0,Single family residential,1953.0,Active
1127 magazine st,Vallejo,Solano-County,Ca,94591,419900.0,59.0,21.0,2.0,1.0,872.0,Single family residential,1942.0,Active
209 sandy beach rd,Vallejo,Solano-County,Ca,94590,379999.0,18.0,12.0,2.0,2.0,900.0,Condo,1972.0,New
112 greenfield ave,Vallejo,Solano-County,Ca,94590,575000.0,64.0,39.0,3.0,2.0,1796.0,Single family residential,1948.0,Active
2040 parsons dr,Fairfield,Solano-County,Ca,94533,775000.0,35.0,42.0,5.0,3.0,2387.0,Single family residential,2022.0,Active
527 thomas cir,Suisun city,Solano-County,Ca,94585,600000.0,11.0,31.0,1.0,2.0,1484.0,Multi-family (2-4 unit),1986.0,Active
27 goya dr,Fairfield,Solano-County,Ca,94534,212000.0,33.0,31.0,3.0,2.0,1142.0,Mobile/manufactured home,1995.0,Active
131 hastings ave,Vallejo,Solano-County,Ca,94589,466000.0,56.0,44.0,3.0,2.0,1104.0,Single family residential,1965.0,Active
236 rosita ct,Vacaville,Solano-County,Ca,95687,729000.0,31.0,54.0,4.0,2.5,2320.0,Single family residential,1987.0,Active
112 silvey acres dr,Vacaville,Solano-County,Ca,95688,559000.0,75.0,44.0,3.0,2.0,1519.0,Single family residential,1987.0,Active
197 harvest dr,Vacaville,Solano-County,Ca,95687,699900.0,18.0,34.0,4.0,3.0,2073.0,Single family residential,1989.0,Back on market
1345 delwood st,Vallejo,Solano-County,Ca,94591,520000.0,60.0,42.0,3.0,1.0,1008.0,Single family residential,1955.0,Active
696 rubier way,Rio vista,Solano-County,Ca,94571,500000.0,1.0,25.0,3.0,2.0,1191.0,Single family residential,1998.0,Active
3464 snug harbor dr,Walnut grove,Solano-County,Ca,95690,899000.0,1.0,25.0,3.0,3.5,2770.0,Single family residential,1986.0,Active
